file	title	year	words	publication
lapin	Le lapin	1887	2569	Guy de Maupassant : Le lapin. Texte publié dans Gil Blas du 19 juillet 1887, puis publié dans le recueil La main gauche (pp. 143-165). Il a également été repris dans La Vie populaire du 13 novembre 1887, dans La Lune troyenne du 14 avril 1889 et dans le supplément littéraire de La Lanterne du 4 juillet 1889. Vous pouvez consulter la version illustrée par Alméry Lobel-Riche, aux éditions P. Ollendorff, 1903.
pere	Le père	1887	1524	Guy de Maupassant : Le père. Texte publié dans Gil Blas du 26 juillet 1887, puis publié dans la 2ème édition du recueil Clair de lune (pp. 249-262). Il a également été repris dans le supplément littéraire de La Lanterne du 20 janvier 1889, dans L’Intransigeant illustré du 21 mai 1891 et dans Gil Blas illustré du 16 avril 1893.
husson	Le rosier de Madame Husson	1887	5892	Guy de Maupassant : Le Rosier de Madame Husson. Texte publié dans La Nouvelle Revue du 15 juin 1887, puis publié dans le recueil auquel il donne son nom, Le Rosier de Madame Husson (pp. 1-47). Il a également été repris dans La Lecture du 25 novembre 1888. Le manuscrit.
vagabond	Le vagabond	1887	4285	Guy de Maupassant : Le vagabond. Texte publié dans La Nouvelle Revue du 1er janvier 1887, puis publié dans le recueil Le Horla (pp. 323-354). Il a également été repris dans La Vie populaire du 24 juillet 1887 et dans le supplément littéraire de La Lanterne du 22 août 1889.
heyst	Le voyage du Horla	1887	4063	Guy de Maupassant : Le voyage du Horla. Texte publié sous le titre De Paris à Heyst dans Le Figaro du 16 juillet 1887.
rois	Les rois	1887	4143	Guy de Maupassant : Les rois. Texte publié dans Le Gaulois du 23 janvier 1887, puis publié dans le recueil Le Horla (pp. 201-234). Il a également été repris dans La Vie populaire du 20 octobre 1887.
assassin	L’assassin	1887	1698	Guy de Maupassant : L’assassin. Texte publié dans Gil Blas du 1er novembre 1887, puis publié dans le recueil Le rosier de Madame Husson (pp. 147-161).
mars	L’homme de Mars	1887	2586	Guy de Maupassant : L’homme de Mars. Texte publié dans Paris-Noël de 1887-1888 (revue qui parut chaque fin d’année de 1885 à 1910). Il a également été repris dans les Annales politiques et littéraires du 30 juin 1889 et dans le supplément de La Lanterne du 10 octobre 1889.
ordonnance	L’ordonnance	1887	1281	Guy de Maupassant : L’ordonnance. Texte publié dans Gil Blas du 23 août 1887, puis publié dans le recueil La main gauche (pp. 129-141). Il a également été repris dans le supplément littéraire de La Lanterne du 6 juin 1889, dans La Vie populaire du 9 juin 1889 et dans L’Intransigeant illustré du 4 décembre 1890. Vous pouvez consulter la version illustrée par Alméry Lobel-Riche, aux éditions P. Ollendorff, 1903.
hermet	Madame Hermet	1887	2561	Guy de Maupassant : Madame Hermet. Texte publié dans Gil Blas du 18 janvier 1887. Il a également été repris dans La Vie populaire du 20 février 1887 et dans le supplément illustré du Petit Journal du 12 novembre 1892.
moiron	Moiron	1887	2280	Guy de Maupassant : Moiron. Texte publié dans Gil Blas du 27 septembre 1887, puis publié dans la 2ème édition du recueil Clair de lune (pp. 263-281). Il a également été repris dans L’Intransigeant illustré du 12 novembre 1891.
soiree2	Une soirée	1887	2198	Guy de Maupassant : Une soirée. Texte publié dans Gil Blas du 29 mars 1887, puis publié dans le recueil Le rosier de Madame Husson (pp. 183-202). Il a également été repris dans La Vie populaire du 10 avril 1887 et dans La Lune troyenne du 19 mai 1889.
etrennes	Étrennes	1887	1928	Guy de Maupassant : Étrennes. Texte publié dans Gil Blas du 7 janvier 1887, puis publié dans le recueil posthume Le colporteur (pp. 313-328).
divorce	Divorce	1888	2625	Guy de Maupassant : Divorce. Texte publié dans Gil Blas du 21 février 1888, puis publié dans le recueil Le rosier de Madame Husson (pp. 223-246).
noye	Le noyé	1888	2426	Guy de Maupassant : Le noyé. Texte publié dans Le Gaulois du 16 août 1888, puis publié dans le recueil L’inutile beauté (pp. 157-177). Il a également été repris dans L’Écho de la semaine du 6 juillet 1890 et dans La Vie populaire du 21 août 1890. Vous pouvez consulter la version illustrée par Maurice de Lambert, aux éditions P. Ollendorff, 1904.
25francs	Les vingt-cinq francs de la supérieure	1888	1907	Guy de Maupassant : Les vingt-cinq francs de la supérieure. Texte publié dans Gil Blas du 28 mars 1888, puis publié dans le recueil L’inutile beauté (pp. 265-281). Il a également été repris dans La Vie populaire du 22 juin 1890 et dans Gil Blas illustré du 18 septembre 1892. Vous pouvez consulter la version illustrée par Maurice de Lambert, aux éditions P. Ollendorff, 1904.
epingles	Les épingles	1888	1580	Guy de Maupassant : Les épingles. Texte publié dans Gil Blas du 10 janvier 1888, puis publié dans le recueil La main gauche (pp. 215-230). Il a également été repris dans La Vie populaire du 11 avril 1889, dans le supplément littéraire de La Lanterne du 13 juin 1889 et dans Gil Blas illustré du 2 octobre 1892. Vous pouvez consulter la version illustrée par Alméry Lobel-Riche, aux éditions P. Ollendorff, 1903.
infirme	L’infirme	1888	1827	Guy de Maupassant : L’infirme. Texte publié dans Le Gaulois du 21 octobre 1888, puis publié dans le recueil L’inutile beauté (pp. 247-263). Il a également été repris dans L’Écho de la semaine du 21 juillet 1889, dans les Annales politiques et littéraires du 27 avril 1890, dans le supplément littéraire illustré du Petit Parisien du 18 mai 1890, dans les L’Écho de Gascogne des 5 et 20 septembre 1890, dans le supplément littéraire de La Lanterne du 30 novembre 1890 et dans La Vie populaire du 25 janvier 1891. Vous pouvez consulter la version illustrée par Maurice de Lambert, aux éditions P. Ollendorff, 1904.
lettres	Nos lettres	1888	1922	Guy de Maupassant : Nos lettres. Texte publié dans Le Gaulois du 29 février 1888, puis publié dans la 2ème édition du recueil Clair de lune (pp. 283-299). Il a également été repris dans L’Intransigeant illustré du 25 décembre 1890.
portrait	Un portrait	1888	1440	Guy de Maupassant : Un portrait. Texte publié dans Le Gaulois du 29 octobre 1888, puis publié dans le recueil L’inutile beauté (pp. 233-245). Il a également été repris dans L’Écho de la semaine du 25 août 1889 et dans La Vie populaire du 7 septembre 1890. Vous pouvez consulter la version illustrée par Maurice de Lambert, aux éditions P. Ollendorff, 1904.
alexandre	Alexandre	1889	1680	Guy de Maupassant : Alexandre. Texte publié dans L’Écho de Paris du 2 septembre 1889. Il a également été repris dans le supplément littéraire de La Lanterne du 8 mai 1890.
allouma	Allouma	1889	7778	Guy de Maupassant : Allouma. Texte publié dans L’Écho de Paris du 10 au 15 février 1889, puis publié dans le recueil La main gauche (pp. 1-64). Il a également été repris dans La Vie populaire des 23 et 26 mai 1889 et dans le recueil Contes choisis (pp. 1-30), paru en février 1892. Vous pouvez consulter la version illustrée par Alméry Lobel-Riche, aux éditions P. Ollendorff, 1903.
boitelle	Boitelle	1889	2906	Guy de Maupassant : Boitelle. Texte publié dans L’Écho de Paris du 22 janvier 1889, puis publié dans le recueil La main gauche (pp. 103-127). Il a également été repris dans L’Écho de la semaine du 10 février 1889, dans La Vie populaire du 10 février 1889, dans Le Voleur des 28 mars et 4 avril 1889, dans le supplément littéraire de La Lanterne du 19 mai 1889, dans le supplément illustré du Petit Journal du 10 décembre 1892 et dans Gil Blas illustré du 2 avril 1893. Vous pouvez consulter la version illustrée par Alméry Lobel-Riche, aux éditions P. Ollendorff, 1903.
hautot	Hautot père et fils	1889	4392	Guy de Maupassant : Hautot père et fils. Texte publié dans L’Écho de Paris du 5 janvier 1889, puis publié dans le recueil La main gauche (pp. 65-101). Il a également été repris dans La Vie populaire du 25 avril 1889, dans La Lecture du 10 décembre 1890 et dans le recueil Contes choisis (pp. 1-20), paru en 1892. Vous pouvez consulter la version illustrée par Alméry Lobel-Riche, aux éditions P. Ollendorff, 1903.
masque	Le masque	1889	3178	Guy de Maupassant : Le masque. Texte publié dans L’Écho de Paris du 10 mai 1889, puis publié dans le recueil L’inutile beauté (pp. 207-231). Il a également été repris dans le supplément littéraire de La Lanterne du 14 novembre 1889 et dans La Vie populaire du 10 août 1890. Vous pouvez consulter la version illustrée par Maurice de Lambert, aux éditions P. Ollendorff, 1904.
port	Le port	1889	2736	Guy de Maupassant : Le port. Texte publié dans L’Écho de Paris du 15 mars 1889, puis publié dans le recueil La main gauche (pp. 275-300). Il a également été repris dans La Vie populaire du 4 juillet 1889, dans le supplément littéraire de La Lanterne du 18 juillet 1889 et dans Gil Blas illustré du 13 mars 1892. Vous pouvez consulter la version illustrée par Alméry Lobel-Riche, aux éditions P. Ollendorff, 1903.
rendezvous	Le rendez-vous	1889	2499	Guy de Maupassant : Le rendez-vous. Texte publié dans L’Écho de Paris du 23 février 1889, puis publié dans le recueil La main gauche (pp. 253-273). Il a également été repris dans La Vie populaire du 18 avril 1889, dans le supplément littéraire de La Lanterne du 1er août 1889 et dans Gil Blas illustré du 6 août 1892. Vous pouvez consulter la version illustrée par Alméry Lobel-Riche, aux éditions P. Ollendorff, 1903.
endormeuse	L’endormeuse	1889	3212	Guy de Maupassant : L’endormeuse. Texte publié dans L’Écho de Paris du 16 septembre 1889. Il a également été repris dans La Vie populaire du 29 septembre 1889 et dans le supplément littéraire de La Lanterne du 15 mai 1890.
epreuve	L’épreuve	1889	3057	Guy de Maupassant : L’épreuve. Texte publié dans L’Écho de Paris du 13 juillet 1889, puis publié dans le recueil L’inutile beauté (pp. 179-206). Il a également été repris dans le supplément littéraire de La Lanterne du 2 février 1890 et dans La Vie populaire du 28 août 1890. Vous pouvez consulter la version illustrée par Maurice de Lambert, aux éditions P. Ollendorff, 1904.
soir	Un soir	1889	5912	Guy de Maupassant : Un soir. Texte publié dans L’Illustration des 19 et 26 janvier 1889, puis publié dans le recueil La main gauche (pp. 167-214). Il a également été repris dans La Vie populaire des 6 et 10 octobre 1889 et dans le recueil Contes choisis (pp. 1-27), paru en juin 1892. Enfin, les Annales politiques et littéraires du 16 février 1890 en ont publié un extrait. Vous pouvez consulter la version illustrée par Alméry Lobel-Riche, aux éditions P. Ollendorff, 1903.
champ	Le champ d’oliviers	1890	8970	Guy de Maupassant : Le champ d’oliviers. Texte publié dans Le Figaro du 19 au 23 février 1890, puis publié dans le recueil L’inutile beauté (pp. 59-128). Il a également été repris dans La Vie populaire des 5 et 8 juin 1890 et dans le recueil Contes choisis (pp. 1-34), paru en septembre 1892. Vous pouvez consulter la version illustrée par Maurice de Lambert, aux éditions P. Ollendorff, 1904.
beaute	L’inutile beauté	1890	6844	Guy de Maupassant : L’inutile beauté. Texte publié dans L’Écho de Paris du 2 au 7 avril 1890, puis publié dans le recueil auquel il donne son nom, L’inutile beauté (pp. 1-57). Il a également été repris dans La Vie populaire des 22, 25 et 29 mai 1890. Le manuscrit. Vous pouvez consulter la version illustrée par Maurice de Lambert, aux éditions P. Ollendorff, 1904.
mouche	Mouche	1890	3162	Guy de Maupassant : Mouche. Texte publié dans L’Écho de Paris du 7 février 1890, puis publié dans le recueil L’inutile beauté (pp. 129-155). Il a également été repris dans le supplément littéraire de La Lanterne du 4 décembre 1890 et dans le recueil Contes choisis (pp. 1-20), paru en juillet 1892. Vous pouvez consulter la version illustrée par Maurice de Lambert, aux éditions P. Ollendorff, 1904.
quisait	Qui sait ?	1890	4668	Guy de Maupassant : Qui sait ? Texte publié dans L’Écho de Paris du 6 avril 1890, puis publié dans le recueil L’inutile beauté (pp. 303-338). Il a également été repris dans La Vie populaire du 28 décembre 1890, dans le supplément littéraire de La Lanterne du 15 mars 1891 et dans les Annales politiques et littéraires du 19 février 1893. Vous pouvez consulter la version illustrée par Maurice de Lambert, aux éditions P. Ollendorff, 1904.
apres	Après	1891	2101	
colporteur	Le colporteur	1891	2421	Guy de Maupassant : Le colporteur. Texte publié dans Le Figaro du 8 mars 1893, puis publié dans le recueil posthume Le colporteur (pp. 1-19). Le Figaro introduit le texte ainsi :
tombales	Les tombales	1891	2691	Guy de Maupassant : Les tombales. Texte publié dans Gil Blas du 9 janvier 1891, puis publié dans la 2ème édition du recueil La maison Tellier (pp. 67-83). Il a également été repris dans le supplément littéraire de La Lanterne du 18 février 1892. Vous pouvez consulter la version illustrée par René Lelong, aux éditions P. Ollendorff, 1899.
